,Unnamed: 0,id,date,username,name,tweet,language,sentiment,positive_score,negative_score,neutral_score,mixed_score
59,59,1374409576448073729,2021-03-23,wahabjimaz,عبدالوهاب الجيماز 🎼,"hi @Talabat i've been on the customer chat for over 15 minutes waiting for your employee to ""check the details"". do better",en,,,,,
60,60,1374409060087263233,2021-03-23,lewisnavin,Navin Lewis,"First day of the reduced curfew hours and restaurants have gone bonkers. None of their contact points (hotline, website/app, Talabat, Deliveroo) are reachable. Talk about being incommunicado! #kfcarabia #naiffood #turkishgrill @kfcarabia @NaifFood @TurkishGrill",en,,,,,
61,61,1374406348880834574,2021-03-23,oman20bin,bin_oman20,@Talabat Hi team.. why you deduct the order amount before it get accepted by the restaurants ?Then we have to chase you to return the amount within 2 weeks ? This is so difficult and at the moment my line is #30 on live help!!  Pls find another effective solution... thanks,en,,,,,
62,62,1374405680287813640,2021-03-23,talabat1441,Talabat || طلبات,مونتاج ذكرى زواج خاص (بالأسماء وبالتواريخ) مدة المقطع : دقيقتين بإمكانك إضافة ماتشاء من (نشيد أو أغنية أو عبارات أو صور أو فيديوهات) السعر بدون الإضافات: 50 ريال السعر مع الإضافات: 60 ريال #ببجي #بوح #ينبع #ينبع #يوم_الام #يوفنتوس #شاهد #زين #زواج_مسيار #واتساب #ولي_العهد,ar,,,,,
63,63,1374405468920057864,2021-03-23,asssouurr,إسراء,اسكت يا لساني لا تسب  @Talabat,ar,,,,,
64,64,1374404958984884228,2021-03-23,talabat1441,Talabat || طلبات,مونتاج ذكرى زواج خاص (بالأسماء وبالتواريخ) مدة المقطع : دقيقتين بإمكانك إضافة ماتشاء من (نشيد أو أغنية أو عبارات أو صور أو فيديوهات) السعر بدون الإضافات: 50 ريال السعر مع الإضافات: 60 ريال #نجران #تصويري #تداول #تبوك #اليمن #السعودية #الرياض #الجوف #النصر #الرياض #بوتين,ar,,,,,
65,65,1374404750184046602,2021-03-23,jazeeraairways,طيران الجزيرة,Kuwaiti cuisine is composed of nourishing dishes that are incredibly rich in its flavour and taste. Which one is the best Kuwaiti dish? Vote on our Instagram stories to get the chance to win 20 KD worth of Talabat vouchers. Join now! #J9Foodfestival #TheWorldisYourPlate  https://t.co/K6iOX4ea7o,en,,,,,
66,66,1374404069704433665,2021-03-23,talabat1441,Talabat || طلبات,مونتاج ذكرى زواج خاص (بالأسماء وبالتواريخ) مدة المقطع : دقيقتين بإمكانك إضافة ماتشاء من (نشيد أو أغنية أو عبارات أو صور أو فيديوهات) السعر بدون الإضافات: 50 ريال السعر مع الإضافات: 60 ريال #صوتك_لتوكلنا #صداره_بس #ضرماء #ضباء #ضرما #طلال_مداح #طريف #طفش #كلب #كورونا #زوجتي,ar,,,,,
67,67,1374403690908426250,2021-03-23,talabat1441,Talabat || طلبات,مونتاج ذكرى زواج خاص (بالأسماء وبالتواريخ) مدة المقطع : دقيقتين بإمكانك إضافة ماتشاء من (نشيد أو أغنية أو عبارات أو صور أو فيديوهات) السعر بدون الإضافات: 50 ريال السعر مع الإضافات: 60 ريال #عُمان #غبار #غبار_الرياض #فيديو #فرجت #فوز_الفهد #قطر #قياس #قدرات #ثول #ثادق #زفاف,ar,,,,,
68,68,1374403261818568713,2021-03-23,talabat1441,Talabat || طلبات,مونتاج ذكرى زواج خاص (بالأسماء وبالتواريخ) مدة المقطع : دقيقتين بإمكانك إضافة ماتشاء من (نشيد أو أغنية أو عبارات أو صور أو فيديوهات) السعر بدون الإضافات: 50 ريال السعر مع الإضافات: 60 ريال #خذ_اللقاح_وارتاح #خلوها_تفقس #خذ_اللقاح #هنقرستيشن #هرفي #هيا_الشعيبي #عاجل #عيد_الام,ar,,,,,
69,69,1374403067118952448,2021-03-23,talabat1441,Talabat || طلبات,مونتاج ذكرى زواج خاص (بالأسماء وبالتواريخ) مدة المقطع : دقيقتين بإمكانك إضافة ماتشاء من (نشيد أو أغنية أو عبارات أو صور أو فيديوهات) السعر بدون الإضافات: 50 ريال السعر مع الإضافات: 60 ريال #حرق_ون_بيس #جازان #جدة_الان #جاد #حلا_الترك #حزب_الله #حائل #خالد_البلطان #خواطر #زواج,ar,,,,,
70,70,1374400619755184140,2021-03-23,iabo3zez,﮼محمد,@iElessar @Talabat ايييي 💔,ar,,,,,
71,71,1374399926700941322,2021-03-23,aziz_alhashaash,عبدالعزيز الحشاش,كل المطاعم في طلبات مشغولين  شلون نطلب ؟ @Talabat,ar,,,,,
72,72,1374399171512299520,2021-03-23,ferlenlavcam,iamferlen,"#GoogleMap doesnt give exact location. Everytime I order from #Talabat, they go to other locations that are few streets away from our house. Same thing happens when I book for an #Uber ride. #GoGreen 💚 #TheCoronaEffect 🦠 #LifeInDoha",en,,,,,
73,73,1374398462301642756,2021-03-23,yousfmalallah,🇰🇼يوسف مال الله 🇰🇼المطعم 💉,@18Shayooo5 @Talabat @TryCarriage @Deliveroo 👌👌👌 زين سلمتي على شي,ar,,,,,
74,74,1374398370802933768,2021-03-23,18shayooo5,🐥💛Shayoooخ🐥💛,@YousfMalallah @Talabat @TryCarriage @Deliveroo انا يطلعلي مصكر 🥲 لحقت على بيتزا هت حق عبادي بس,ar,,,,,
75,75,1374398257858715655,2021-03-23,dalsaeedy,أ.دلال الصبيعه,@Talabat انتو مو طبيعين عمليه مو ناجحه ليش تخصمون فلوس من بنك ولا تردون علي محادثه المباشره شالحل يعني,ar,,,,,
76,76,1374398245422571524,2021-03-23,yousfmalallah,🇰🇼يوسف مال الله 🇰🇼المطعم 💉,@18Shayooo5 @Talabat @TryCarriage @Deliveroo كلهم Busy,und,,,,,
77,77,1374398075381239814,2021-03-23,18shayooo5,🐥💛Shayoooخ🐥💛,@YousfMalallah لحق ماتلحق ومشكله مو بزي تبي تدفع يقولك مصكر تروح المطاعم يقولك مبطلين 🤔 @Talabat @TryCarriage @Deliveroo,ar,,,,,
78,78,1374395979017773056,2021-03-23,shaikhalh0,shai,"you can redeem your reward points on  @Talabat and donate in ""make a difference"" category🧡  https://t.co/WIg3IKYxLq",en,,,,,
79,79,1374394064548679689,2021-03-23,abesuxx,عبدالله,I can’t find one good restaurant on talabat...fix it Jesus.,en,,,,,
80,80,1374393698713149445,2021-03-23,dsouzamalita,Malita Dsouza,"@Talabat @talabatksa @talabateg talabat kuwait   how u forgot to put simple option to filter ""closed"" restaurants!  https://t.co/yUk1jy3qdf",en,,,,,
81,81,1374393297012027405,2021-03-23,alenezii91,D.,فوق هذا تكنسل !!!!!  @Talabat   مصخره جد  https://t.co/486koSp2yP,ar,,,,,
82,82,1374390450388234243,2021-03-23,iashknani,مَحْمُوْد,الحمدلله على نعمة Talabat Mart 🤝🦦  https://t.co/tk3uDvs2z1,und,,,,,
83,83,1374389703902777345,2021-03-23,alenezii91,D.,@Talabat مو حاطين رقم فوق هذا مسكرين خدمة المسجات والمصخره ان طالبه من 5:15 وكاتبين لي تم توصيل الطلب !!! يعني الواحد مادري متى صج يستوعب ان مو قاعد يتعامل مع شركة تحترم العميل !,ar,,,,,
84,84,1374389341636628481,2021-03-23,yumiinmytumi,Nouni baby,Just saw a talabat lady driver im proud😭,en,,,,,
85,85,1374389206840004613,2021-03-23,tuseel_talabat,💬توصيل طلبات المدينه,@Ask_madinah1 ورش الحداده,ar,,,,,
86,86,1374389139878019072,2021-03-23,tuseel_talabat,💬توصيل طلبات المدينه,@Ask_madinah1 شوف ورش الحدادي قولهم ابغى قالب بلوكات عادي يسوولك اللي تبغى,ar,,,,,
87,87,1374388444252696576,2021-03-23,tuseel_talabat,💬توصيل طلبات المدينه,@Ask_madinah1 القرطاسيات تحصل عندهم اشكال والوان,ar,,,,,
88,88,1374384003482939397,2021-03-23,fms_kwt,الفجر,كله مغلق ومشغول !!!!! 🤬🤬انا خاشة العشا حق شنووووو هاااااا @Talabat,ar,,,,,
89,89,1374383800013103104,2021-03-23,nottoodepressed,AHMED HILAL,دينار و٣٠٠ فرق بس لأني بطلب من طلبات بدل ما اتصل للمطعم؟ هاي بدون سعر التوصيل؟😅 @Talabat  https://t.co/FegyZteHs2,ar,,,,,
90,90,1374382965652738053,2021-03-23,_dalalalgh_,Dalal,وددديي اطلب بطاط من مطعم وبيبسي من مطعم وبرقر من مطعم 😌  #talabat,ar,,,,,
91,91,1374382675230818307,2021-03-23,_hajranaveed_,Hajra,Talabat and HungerStation and Zomato and....,en,,,,,
92,92,1374382295226798083,2021-03-23,zeesdiiary,zee,@McDonalds WHY THE FUCK DID YALL GET OFF TALABAT. HOW AM I SUPOSSED TO ORDER.  I AM SCREAMING.,en,,,,,
93,93,1374382007698923524,2021-03-23,realwadha,وضحىّ,ممكن تشوفون حل🙂 @talabat  https://t.co/JGdy6zrF1l,ar,,,,,
94,94,1374379298123964421,2021-03-23,ahmedzj2,☁️,Can talabat stop sending me how are u and how u feeling like bro stop being so damn sweet damn,en,,,,,
95,95,1374377174426296320,2021-03-23,salsouti5,سليمان سالم السوطي,@Talabat شنغ,ar,,,,,
96,96,1374373560932655106,2021-03-23,alsaeidmousa,Mosa Alsaeed,@saadalmanee Talabat,tl,,,,,
97,97,1374372210995949572,2021-03-23,arwamowafy,أروى موافى,@Talabat service is down in Talabat Egypt and customer service is not responding on social media neither emails,en,,,,,
98,98,1374369654777389075,2021-03-23,itsdaihanie,ّ,@Talabat ليش متأخرين بالمنهج؟,ar,,,,,
99,99,1374365741323939851,2021-03-23,basmatantawym,اللااه,عايزة اشاركوا حاجة.. طلبات من ساعة تغيير ادارتها بقا مستواهم زي الزفت.. واوردرات تتلغي بدون سبب.. خدمة عملاء معندهمش حلول..ومش ظاهر قدامي حاجة عالسستم يفندم.. بقا ابلكيشن اعطيه 0/10 بكل امانة @talabateg @Talabat,ar,,,,,
100,100,1374362255240880129,2021-03-23,syberbunk,mitch,mother's day is made up by flower shops on Talabat so they can quadruple their yearly revenue in 1 day,en,,,,,
101,101,1374356483488514051,2021-03-23,ladywiththemug,ladybehindthemug,Kane Mochi is a Japanese cafe serving premium Mochi Ice Cream in Bahrain (Gluten Free / Vegetarian and very low in calories 80calories per serving) There are 34 flavours available to grab and go.  Located in @watergardencity  Available @Talabat @CarriageBH  #Bahrain #Manama #Seef  https://t.co/2TE9kbvmzC,en,,,,,
102,102,1374354306464366596,2021-03-23,jaberalmarriq8,جابر المري,لو كنت مسؤولاً كبيراً  في إدارة المرور لأعدت فحص رخص قيادة سائقي الدراجات النارية التابعين لـ @Talabat و @GoRafeeq  فرعونتهم وجهلهم في القيادة تستدعي التشديد عليهم بالنظر إلى حجم الحوادث التي سببوها !! @MOI_Qatar  #قطر,ar,,,,,
103,103,1374353173301891075,2021-03-23,ahmaddd_m,Ahmad,@3otaibae @tassneeem lamma you were gonna hit the talabat driver next to the villa,en,,,,,
104,108,1374346221121327105,2021-03-23,bedooralshamma,𝐸𝓃𝑔. 𝐵𝑒𝒹𝑜𝑜𝓇 🤍,عدلو التوقييييييت 😐‼️  @Talabat,ar,,,,,
105,109,1374343326963490819,2021-03-23,cariboucoffeeme,Caribou Coffee ME,Order by calling 1841444 or through Talabat or COFE app  اطلب بالاتصال على ١٨٤١٤٤٤ أو عن طريق طلبات و كوفي آب ⁣  #CaribouCoffeeKw  https://t.co/lZsga5oVsD,und,,,,,
106,110,1374335615051915267,2021-03-23,hurricanesdubai,Hurricane'sDubaiMall,"@taimur_ajmal Hi Taimur, we are on Zomato, Talabat, Careem and Deliveroo",en,,,,,
107,111,1374325724040007683,2021-03-23,eso_oman_,Environment Society of Oman جمعية البيئة العمانية,Have you seen our Earth Hour awareness stickers on your latest talabat deliveries? Thank you to talabat and the Authority for Public Services Regulation for supporting Earth Hour 2021. Please join us and switch off your lights from 830 – 930pm on Saturday 27th March.  https://t.co/piVuqgjEMQ,en,,,,,
108,112,1374317063439839236,2021-03-23,martechvibe,MarTech Vibe,"How important is it to have knowledge of both technical and quantitative skills? Sonia Kalfon Lekhal, Chief Marketing Officer, talabat, talks about the importance of both technical &amp; quantitative skills in order to assemble the right team #VibeMarTechFest  https://t.co/7vA06fRGjd",en,,,,,
109,113,1374302191519862785,2021-03-23,tayebanwar1,Anwar,Talabat and Uber eats exist by the way,en,,,,,
110,114,1374301549200039936,2021-03-23,high_efc,High Efficiency,". Sign up to get searched, found, and used by people in Muscat  looking for your services but have no clue how to find you . .  Think talabat but for home maintenance service provider listings instead of food . . download now  signup  get seen    Direct us for any enquirers💪🏻  https://t.co/r232nqVhY4",en,,,,,
111,115,1374301409437437953,2021-03-23,alkana090,عابر الصحراء,@Talabat انا ابا اشوف خدمتكم واقيمها يالله طرشوا لي سبجيه مجاناً مع خبز تندوري وقوطي ميرندا,ar,,,,,
112,116,1374300917332373507,2021-03-23,talabataqar,طلبات العقار,(الدمام) مطلوب ارض بشعله بدمام بحدود 1500 ريال للمتر - للتواصل:  https://t.co/rUrbPdRFdW,ar,,,,,
113,117,1374299853082230784,2021-03-23,tuseel_talabat,💬توصيل طلبات المدينه,@sup_acc_gaber1 اللهم امين  تسلم بارك الله فيك وبك,ar,,,,,
114,118,1374299424269217793,2021-03-23,martechvibe,MarTech Vibe,"Live Now!   Join Sonia Kalfon Lekhal, Chief Marketing Officer of talabat, as she discusses about Assembling the Right Team - Change in Profiles and Experience Required, Importance of Technical and Quantitative Skills.   You may still register at  https://t.co/sGJt5UzQ20.  https://t.co/BXlaqSRlQv",en,,,,,
115,119,1374299213253738504,2021-03-23,1963_turki,turki.1963,@Talabat يرجاء الرد على استفساري بالخاص وشكرا,ar,,,,,
116,120,1374298737397411840,2021-03-23,1963_turki,turki.1963,@Talabat يرجاء الرد على سوالي بالخاص وشكرا,ar,,,,,
117,121,1374288328544096259,2021-03-23,talabataqar,طلبات العقار,(الخبر) مطلوب لدينا اراضي مخطط درة النخيل - للتواصل:  https://t.co/96QSFlZlSK,ar,,,,,
118,122,1374286462687059969,2021-03-23,sup_acc_gaber1,صل الله عليه وسلم,@tuseel_talabat ماشاء الله تبارك الله ربنا يوفقك ويزيدك,ar,,,,,
119,123,1374285950575124480,2021-03-23,tuseel_talabat,💬توصيل طلبات المدينه,بدات بحمد الله مشروعي في تجارة المواشي 👌 دعوتكم لنا بالتوفيق  https://t.co/wPPggcSPd7,ar,,,,,
120,124,1374263391544610825,2021-03-23,hiroemisawa,ひろえ@ドバイ,"@manabubannai Deliverooの他にもZomato, Talabatなどもあるのでぜひ使ってみてください😇InstaShop とゆうアプリを使うとスーパーマーケットのものもデリバリーできますよ🤣",ja,,,,,
121,125,1374255794238205952,2021-03-23,naqiyyaalkindi,نقية ✨,@AAlsaqlawi @_Watermelon___ @Talabat @akeedapp @TmDone 👏🏼,und,,,,,
122,126,1374255476574195716,2021-03-23,brawlcrow2,Brawlcrow,@Talabat 😋😋😋 ابدعت,ar,,,,,
123,127,1374253414411079683,2021-03-23,mulhav,Mulham Potter,السلام عليكم شكرا لاختيارك طلبات لقد تلقينا للتو طلبك. نرجو منك أن ترسل لنا موقعك. سوف يساعدنا ذلك لتسليم طلبك في أسرع وقت. شكرا ونعتذر على  الازعاج. 🌹 Salam Alaikum.Thank you for choosing Talabat We have just received your order. May we request you to please send us your locati,und,,,,,
124,128,1374253263843958786,2021-03-23,naqiyyaalkindi,نقية ✨,@_Watermelon___ @Talabat I hate them with a passion,en,,,,,
125,129,1374248851054415873,2021-03-23,057loy,نديم الحرف,@Talabat  السلام عليكم لدينا مطعم ونرغب في الإنضمام كشريك,ar,,,,,
